idThumb	idThumbUDF	idPath	pathInfo	parkCode	siteName	Date	uf_ParkCode	uf_Ecosite	uf_TripDescription	uf_Caption	uf_PhotoNotes	uf_PhotoYear	uf_PhotoDate	filePath	fileName	photoNumber
172366	NA	7647	BAND.Rito	NA	BAND	Rito	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\BAND\Rito	BAND_29Aug07 057.jpg	54
173962	NA	7587	CACH.Canyon de Chelly	NA	CACH	Canyon de Chelly	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\CACH\Canyon de Chelly	P1030413.JPG	1
173963	NA	7587	CACH.Canyon de Chelly	NA	CACH	Canyon de Chelly	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\CACH\Canyon de Chelly	P1030414.JPG	2
286234	NA	7726	GLCA.LakePowell	NA	GLCA	LakePowell	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\GLCA\LakePowell	.picasa.ini	1
286720	NA	14795	GRCA.Bright_Angel_Creek.20151007.GRCA_MEVE_BAND_Photos.zip	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\GRCA\Bright_Angel_Creek\20151007\GRCA_MEVE_BAND_Photos.zip	P1000104.JPG	1
286721	NA	14795	GRCA.Bright_Angel_Creek.20151007.GRCA_MEVE_BAND_Photos.zip	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\GRCA\Bright_Angel_Creek\20151007\GRCA_MEVE_BAND_Photos.zip	P1000105.JPG	2
286722	NA	14795	GRCA.Bright_Angel_Creek.20151007.GRCA_MEVE_BAND_Photos.zip	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\GRCA\Bright_Angel_Creek\20151007\GRCA_MEVE_BAND_Photos.zip	P1000106.JPG	3
286723	NA	14795	GRCA.Bright_Angel_Creek.20151007.GRCA_MEVE_BAND_Photos.zip	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\GRCA\Bright_Angel_Creek\20151007\GRCA_MEVE_BAND_Photos.zip	P1000107.JPG	4
286724	NA	14795	GRCA.Bright_Angel_Creek.20151007.GRCA_MEVE_BAND_Photos.zip	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\GRCA\Bright_Angel_Creek\20151007\GRCA_MEVE_BAND_Photos.zip	P1000108.JPG	5
286725	NA	14795	GRCA.Bright_Angel_Creek.20151007.GRCA_MEVE_BAND_Photos.zip	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\GRCA\Bright_Angel_Creek\20151007\GRCA_MEVE_BAND_Photos.zip	P1000109.JPG	6
286726	NA	14795	GRCA.Bright_Angel_Creek.20151007.GRCA_MEVE_BAND_Photos.zip	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\GRCA\Bright_Angel_Creek\20151007\GRCA_MEVE_BAND_Photos.zip	P1000110.JPG	7
286727	NA	14795	GRCA.Bright_Angel_Creek.20151007.GRCA_MEVE_BAND_Photos.zip	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\GRCA\Bright_Angel_Creek\20151007\GRCA_MEVE_BAND_Photos.zip	P1000111.JPG	8
174800	NA	7699	HUTR	NA	NA	HUTR	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\HUTR	DSC_0015.JPG	2
174801	NA	7699	HUTR	NA	NA	HUTR	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\HUTR	DSC_0016.JPG	3
174802	NA	7699	HUTR	NA	NA	HUTR	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\HUTR	DSC_0017.JPG	4
174803	NA	7699	HUTR	NA	NA	HUTR	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\HUTR	DSC_0018.JPG	5
174804	NA	7699	HUTR	NA	NA	HUTR	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\HUTR	DSC_0019.JPG	6
174805	NA	7699	HUTR	NA	NA	HUTR	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\HUTR	DSC_0020.JPG	7
174806	NA	7699	HUTR	NA	NA	HUTR	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\HUTR	DSC_0021.JPG	8
174807	NA	7699	HUTR	NA	NA	HUTR	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\HUTR	DSC_0022.JPG	9
174808	NA	7699	HUTR	NA	NA	HUTR	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\HUTR	DSC_0023.JPG	10
174809	NA	7699	HUTR	NA	NA	HUTR	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\HUTR	DSC_0024.JPG	11
174810	NA	7699	HUTR	NA	NA	HUTR	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\HUTR	DSC_0025.JPG	12
174811	NA	7699	HUTR	NA	NA	HUTR	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\HUTR	DSC_0026.JPG	13
174812	NA	7699	HUTR	NA	NA	HUTR	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\HUTR	DSC_0027.JPG	14
174813	NA	7699	HUTR	NA	NA	HUTR	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\HUTR	DSC_0028.JPG	15
285949	NA	7699	HUTR	NA	NA	HUTR	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\HUTR	PhotoReadMe.doc	16
286361	NA	7699	HUTR	NA	NA	HUTR	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\HUTR	~$otoReadMe.doc	1
275617	NA	14654	HUTR.HUTR_Historical_Photo_Points	NA	HUTR	HUTR_Historical_Photo_Points	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\HUTR\HUTR_Historical_Photo_Points	97-129WPF.pdf	1
275618	NA	14654	HUTR.HUTR_Historical_Photo_Points	NA	HUTR	HUTR_Historical_Photo_Points	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\HUTR\HUTR_Historical_Photo_Points	Zydeek_2004_Geomorph_Monitoring.pdf	2
275619	NA	14654	HUTR.HUTR_Historical_Photo_Points	NA	HUTR	HUTR_Historical_Photo_Points	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\HUTR\HUTR_Historical_Photo_Points	Zydeek_2004_Geomorph_Monitoring_appendix.pdf	3
276028	NA	14660	HUTR.HUTR_Historical_Photo_Points.20110611.Original	HUTR_Historical_Photo_Points	20110611	Original	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\HUTR\HUTR_Historical_Photo_Points\20110611\Original	IMG_0005.JPG	1
276029	NA	14660	HUTR.HUTR_Historical_Photo_Points.20110611.Original	HUTR_Historical_Photo_Points	20110611	Original	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\HUTR\HUTR_Historical_Photo_Points\20110611\Original	IMG_0006.JPG	2
276030	NA	14660	HUTR.HUTR_Historical_Photo_Points.20110611.Original	HUTR_Historical_Photo_Points	20110611	Original	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\HUTR\HUTR_Historical_Photo_Points\20110611\Original	IMG_0007.JPG	3
276031	NA	14660	HUTR.HUTR_Historical_Photo_Points.20110611.Original	HUTR_Historical_Photo_Points	20110611	Original	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\HUTR\HUTR_Historical_Photo_Points\20110611\Original	IMG_0008.JPG	4
276032	NA	14660	HUTR.HUTR_Historical_Photo_Points.20110611.Original	HUTR_Historical_Photo_Points	20110611	Original	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\HUTR\HUTR_Historical_Photo_Points\20110611\Original	IMG_0009.JPG	5
276033	NA	14660	HUTR.HUTR_Historical_Photo_Points.20110611.Original	HUTR_Historical_Photo_Points	20110611	Original	NA	NA	NA	NA	NA	NA	NA	Active_Projects\IM\Monitoring\Water_Resources\field_resources\images\HUTR\HUTR_Historical_Photo_Points\20110611\Original	IMG_0010.JPG	6
